   2.5400000e+02   4.2397400e+05   6.1514470e+06	   7.2793880e+00   2.0732853e+00
   2.5400000e+02   4.2403300e+05   6.1508890e+06	   7.4951029e+00   2.0410247e+00
   2.5400000e+02   4.2409200e+05   6.1503310e+06	   7.2758508e+00   1.9765598e+00
   2.5400000e+02   4.2415100e+05   6.1497730e+06	   7.0881171e+00   1.9103792e+00
   2.5400000e+02   4.2420900e+05   6.1492160e+06	   7.3410630e+00   1.9799013e+00
   2.5400000e+02   4.2426800e+05   6.1486580e+06	   7.3016863e+00   1.9037100e+00
   2.5400000e+02   4.2432700e+05   6.1481000e+06	   6.9048739e+00   1.7909851e+00
   2.5400000e+02   4.2438600e+05   6.1475430e+06	   7.2854648e+00   2.0024457e+00
   2.5400000e+02   4.2453400e+05   6.1514470e+06	   7.2772780e+00   2.0850759e+00
   2.5400000e+02   4.2459300e+05   6.1508890e+06	   7.4973183e+00   2.0506136e+00
   2.5400000e+02   4.2465200e+05   6.1503310e+06	   7.2766867e+00   1.9833522e+00
   2.5400000e+02   4.2471100e+05   6.1497730e+06	   7.0888429e+00   1.9157578e+00
   2.5400000e+02   4.2477000e+05   6.1492160e+06	   7.2627482e+00   1.9636887e+00
   2.5400000e+02   4.2482900e+05   6.1486580e+06	   7.4433069e+00   2.0262999e+00
   2.5400000e+02   4.2488800e+05   6.1481000e+06	   6.9995694e+00   1.8450656e+00
   2.5400000e+02   4.2494700e+05   6.1475430e+06	   7.0634055e+00   1.8793439e+00
   2.5400000e+02   4.2509400e+05   6.1514470e+06	   7.2719107e+00   2.0835371e+00
   2.5400000e+02   4.2515300e+05   6.1508890e+06	   7.4934735e+00   2.0483551e+00
   2.5400000e+02   4.2521200e+05   6.1503310e+06	   7.2729220e+00   1.9800537e+00
   2.5400000e+02   4.2527100e+05   6.1497730e+06	   7.0858326e+00   1.9115478e+00
   2.5400000e+02   4.2533000e+05   6.1492160e+06	   7.2599826e+00   1.9584677e+00
   2.5400000e+02   4.2538900e+05   6.1486580e+06	   7.4379463e+00   2.0211635e+00
   2.5400000e+02   4.2544800e+05   6.1481000e+06	   7.3930688e+00   1.9451654e+00
   2.5400000e+02   4.2550700e+05   6.1475430e+06	   7.0612578e+00   1.8754256e+00
   2.5400000e+02   4.2565400e+05   6.1514470e+06	   6.8124256e+00   1.9291370e+00
   2.5400000e+02   4.2571300e+05   6.1508890e+06	   7.0365753e+00   1.9045527e+00
   2.5400000e+02   4.2577200e+05   6.1503310e+06	   6.8487606e+00   1.8430982e+00
   2.5400000e+02   4.2583100e+05   6.1497730e+06	   6.7076712e+00   1.7974926e+00
   2.5400000e+02   4.2589000e+05   6.1492160e+06	   6.8943577e+00   1.8498816e+00
   2.5400000e+02   4.2594900e+05   6.1486580e+06	   7.0710564e+00   1.9026375e+00
   2.5400000e+02   4.2600900e+05   6.1481000e+06	   6.9984417e+00   1.8565432e+00
   2.5400000e+02   4.2606800e+05   6.1475430e+06	   7.2942801e+00   1.9257541e+00
   2.5400000e+02   4.2621400e+05   6.1514470e+06	   6.4304447e+00   1.8393678e+00
   2.5400000e+02   4.2627300e+05   6.1508890e+06	   6.5917010e+00   1.8046629e+00
   2.5400000e+02   4.2633200e+05   6.1503310e+06	   6.4040980e+00   1.7428722e+00
   2.5400000e+02   4.2639200e+05   6.1497730e+06	   6.4141960e+00   1.7176451e+00
   2.5400000e+02   4.2645100e+05   6.1492160e+06	   6.1254406e+00   1.6173035e+00
   2.5400000e+02   4.2651000e+05   6.1486580e+06	   6.2918053e+00   1.7146537e+00
   2.5400000e+02   4.2656900e+05   6.1481000e+06	   6.4586310e+00   1.7377982e+00
   2.5400000e+02   4.2662800e+05   6.1475430e+06	   7.2920833e+00   1.9254149e+00
   2.5400000e+02   4.2677400e+05   6.1514470e+06	   6.4152026e+00   1.8343733e+00
   2.5400000e+02   4.2683300e+05   6.1508890e+06	   6.5733786e+00   1.7995703e+00
   2.5400000e+02   4.2689300e+05   6.1503310e+06	   6.3041081e+00   1.7616237e+00
   2.5400000e+02   4.2695200e+05   6.1497730e+06	   6.3945241e+00   1.7136540e+00
   2.5400000e+02   4.2701100e+05   6.1492160e+06	   6.1045156e+00   1.6142712e+00
   2.5400000e+02   4.2707000e+05   6.1486580e+06	   6.2685995e+00   1.7110400e+00
   2.5400000e+02   4.2713000e+05   6.1481000e+06	   6.3935494e+00   1.7291518e+00
   2.5400000e+02   4.2718900e+05   6.1475430e+06	   7.1663280e+00   1.9554178e+00
   2.5400000e+02   4.2733400e+05   6.1514470e+06	   6.3845668e+00   1.8173388e+00
   2.5400000e+02   4.2739300e+05   6.1508890e+06	   6.5440316e+00   1.7840846e+00
   2.5400000e+02   4.2745300e+05   6.1503310e+06	   6.2760811e+00   1.7466382e+00
   2.5400000e+02   4.2751200e+05   6.1497730e+06	   6.3689342e+00   1.7016870e+00
   2.5400000e+02   4.2757100e+05   6.1492160e+06	   6.0855646e+00   1.6054844e+00
   2.5400000e+02   4.2763100e+05   6.1486580e+06	   6.3793302e+00   1.7136644e+00
   2.5400000e+02   4.2769000e+05   6.1481000e+06	   6.3901854e+00   1.7309555e+00
   2.5400000e+02   4.2774900e+05   6.1475430e+06	   7.1645770e+00   1.9567442e+00
   2.5400000e+02   4.2789400e+05   6.1514470e+06	   6.0305901e+00   1.7133465e+00
   2.5400000e+02   4.2795300e+05   6.1508890e+06	   6.1718259e+00   1.6820149e+00
   2.5400000e+02   4.2801300e+05   6.1503310e+06	   5.9388876e+00   1.6464592e+00
   2.5400000e+02   4.2807200e+05   6.1497730e+06	   6.0151286e+00   1.6129170e+00
   2.5400000e+02   4.2813200e+05   6.1492160e+06	   6.0824361e+00   1.6383672e+00
   2.5400000e+02   4.2819100e+05   6.1486580e+06	   6.0435839e+00   1.6291667e+00
   2.5400000e+02   4.2825000e+05   6.1481000e+06	   6.3899746e+00   1.7336079e+00
   2.5400000e+02   4.2831000e+05   6.1475430e+06	   7.2793364e+00   1.9998535e+00
   2.5400000e+02   4.2845400e+05   6.1514470e+06	   5.9725790e+00   1.6980064e+00
   2.5400000e+02   4.2851300e+05   6.1508890e+06	   6.1039696e+00   1.6670597e+00
   2.5400000e+02   4.2857300e+05   6.1503310e+06	   5.8691635e+00   1.6310105e+00
   2.5400000e+02   4.2863200e+05   6.1497730e+06	   5.9330888e+00   1.5996948e+00
   2.5400000e+02   4.2869200e+05   6.1492160e+06	   5.9950423e+00   1.6244112e+00
   2.5400000e+02   4.2875100e+05   6.1486580e+06	   5.9535275e+00   1.6179219e+00
   2.5400000e+02   4.2881100e+05   6.1481000e+06	   6.1013689e+00   1.6084191e+00
   2.5400000e+02   4.2887000e+05   6.1475430e+06	   7.2809196e+00   2.0042472e+00
   2.5400000e+02   4.2901400e+05   6.1514470e+06	   5.9755354e+00   1.6851015e+00
   2.5400000e+02   4.2907400e+05   6.1508890e+06	   6.1733231e+00   1.6706368e+00
   2.5400000e+02   4.2913300e+05   6.1503310e+06	   5.8756905e+00   1.6262133e+00
   2.5400000e+02   4.2919300e+05   6.1497730e+06	   6.1084304e+00   1.6511053e+00
   2.5400000e+02   4.2925200e+05   6.1492160e+06	   6.0022969e+00   1.6240264e+00
   2.5400000e+02   4.2931200e+05   6.1486580e+06	   5.9786115e+00   1.5927936e+00
   2.5400000e+02   4.2937100e+05   6.1481000e+06	   6.1172595e+00   1.6136434e+00
   2.5400000e+02   4.2943100e+05   6.1475430e+06	   7.0668621e+00   1.8895101e+00
   2.5500000e+02   4.2397400e+05   6.1514470e+06	   7.3175540e+00   1.9648134e+00
   2.5500000e+02   4.2403300e+05   6.1508890e+06	   7.3836303e+00   1.8596584e+00
   2.5500000e+02   4.2409200e+05   6.1503310e+06	   7.3591495e+00   1.8575364e+00
   2.5500000e+02   4.2415100e+05   6.1497730e+06	   7.0664167e+00   1.8234522e+00
   2.5500000e+02   4.2420900e+05   6.1492160e+06	   7.4186716e+00   1.8366551e+00
   2.5500000e+02   4.2426800e+05   6.1486580e+06	   7.2739954e+00   1.7468505e+00
   2.5500000e+02   4.2432700e+05   6.1481000e+06	   6.9193940e+00   1.6988499e+00
   2.5500000e+02   4.2438600e+05   6.1475430e+06	   7.3233657e+00   1.8929411e+00
   2.5500000e+02   4.2453400e+05   6.1514470e+06	   7.3133712e+00   1.9781963e+00
   2.5500000e+02   4.2459300e+05   6.1508890e+06	   7.3851080e+00   1.8707657e+00
   2.5500000e+02   4.2465200e+05   6.1503310e+06	   7.3590260e+00   1.8659122e+00
   2.5500000e+02   4.2471100e+05   6.1497730e+06	   7.0662317e+00   1.8304513e+00
   2.5500000e+02   4.2477000e+05   6.1492160e+06	   7.4059677e+00   1.8405180e+00
   2.5500000e+02   4.2482900e+05   6.1486580e+06	   7.3966398e+00   1.8763496e+00
   2.5500000e+02   4.2488800e+05   6.1481000e+06	   7.0285783e+00   1.7345043e+00
   2.5500000e+02   4.2494700e+05   6.1475430e+06	   7.2444339e+00   1.7936524e+00
   2.5500000e+02   4.2509400e+05   6.1514470e+06	   7.3071232e+00   1.9773047e+00
   2.5500000e+02   4.2515300e+05   6.1508890e+06	   7.3793211e+00   1.8687631e+00
   2.5500000e+02   4.2521200e+05   6.1503310e+06	   7.3547068e+00   1.8632574e+00
   2.5500000e+02   4.2527100e+05   6.1497730e+06	   7.0631380e+00   1.8271249e+00
   2.5500000e+02   4.2533000e+05   6.1492160e+06	   7.4024777e+00   1.8360587e+00
   2.5500000e+02   4.2538900e+05   6.1486580e+06	   7.3896499e+00   1.8714851e+00
