V_Magnitude,arc_length
9.90799,0
9.90799,0.300003
9.90799,0.600006
9.90799,0.899994
9.90799,1.2
9.90799,1.5
9.90799,1.8
9.90799,2.10001
9.90799,2.39999
9.90799,2.7
9.90799,3
9.90799,3.3
9.90799,3.60001
9.90799,3.89999
9.90799,4.2
9.90799,4.5
9.90799,4.8
9.90799,5.10001
9.90799,5.39999
9.90799,5.7
9.83438,6
9.83438,6.3
9.83438,6.60001
9.83438,6.89999
9.83438,7.2
9.83438,7.5
9.83438,7.8
9.83438,8.10001
nan,8.39999
nan,8.7
nan,9
nan,9.3
nan,9.60001
nan,9.89999
nan,10.2
nan,10.5
nan,10.8
nan,11.1
nan,11.4
nan,11.7
nan,12
nan,12.3
nan,12.6
nan,12.9
nan,13.2
nan,13.5
nan,13.8
nan,14.1
nan,14.4
nan,14.7
nan,15
nan,15.3
nan,15.6
nan,15.9
nan,16.2
nan,16.5
nan,16.8
nan,17.1
nan,17.4
nan,17.7
nan,18
nan,18.3
nan,18.6
nan,18.9
nan,19.2
nan,19.5
nan,19.8
nan,20.1
9.83438,20.4
9.83438,20.7
9.83438,21
9.83438,21.3
9.83438,21.6
9.83438,21.9
9.83438,22.2
9.83438,22.5
9.83438,22.8
9.83438,23.1
9.83438,23.4
9.83438,23.7
9.83438,24
9.83438,24.3
9.83438,24.6
9.83438,24.9
9.83438,25.2
9.83438,25.5
9.83438,25.8
9.83438,26.1
9.83438,26.4
9.83438,26.7
9.83438,27
9.83438,27.3
9.83438,27.6
9.83438,27.9
9.83438,28.2
9.83438,28.5
9.83438,28.8
9.83438,29.1
9.83438,29.4
9.83438,29.7
9.68659,30
9.68659,30.3
9.68659,30.6
9.68659,30.9
9.68659,31.2
9.68659,31.5
9.68659,31.8
9.68659,32.1
nan,32.4
nan,32.7
nan,33
nan,33.3
nan,33.6
nan,33.9
nan,34.2
nan,34.5
nan,34.8
nan,35.1
nan,35.4
nan,35.7
nan,36
nan,36.3
nan,36.6
nan,36.9
nan,37.2
nan,37.5
nan,37.8
nan,38.1
nan,38.4
nan,38.7
nan,39
nan,39.3
nan,39.6
nan,39.9
nan,40.2
nan,40.5
nan,40.8
nan,41.1
nan,41.4
nan,41.7
nan,42
nan,42.3
nan,42.6
nan,42.9
nan,43.2
nan,43.5
nan,43.8
nan,44.1
9.68659,44.4
9.68659,44.7
9.68659,45
9.68659,45.3
9.68659,45.6
9.68659,45.9
9.68659,46.2
9.68659,46.5
9.68659,46.8
9.68659,47.1
9.68659,47.4
9.68659,47.7
9.68659,48
9.68659,48.3
9.68659,48.6
9.68659,48.9
9.68659,49.2
9.68659,49.5
9.68659,49.8
9.68659,50.1
9.68659,50.4
9.68659,50.7
9.68659,51
9.68659,51.3
